,Iteration,Exploitability
0,50,0.5333323543310233
1,100,0.5187112936249476
2,150,0.5109886470636079
3,200,0.5064973287434829
4,250,0.5036524382503921
5,300,0.5017178922827138
6,350,0.5003257989210338
7,400,0.4992786448543216
8,450,0.49846310330913823
9,500,0.4978101950851239
10,550,0.4972757426750487
11,600,0.4968302070372087
12,650,0.4964531072796765
13,700,0.49612980132517204
14,750,0.49584954523228664
15,800,0.49560427736217905
16,850,0.49538783061398184
17,900,0.495195406808421
18,950,0.49502321684045925
19,1000,0.49486822866721447
